Date,Kind,Model,Max Mode,Input (w/ Cache Write),Input (w/o Cache Write),Cache Read,Output Tokens,Total Tokens,Cost
"2025-09-22T22:31:54.595Z","Included","auto","No","8025","0","679548","6401","693974","0.22"
"2025-09-22T22:31:22.036Z","Errored, Not Charged","auto","No","0","0","0","0","0","0.00"
"2025-09-22T22:29:29.583Z","Included","auto","No","10098","0","1536772","4995","1551865","0.43"
"2025-09-22T22:28:50.138Z","Included","auto","No","2893","0","288630","2572","294095","0.09"
"2025-09-22T22:17:29.716Z","Included","auto","No","12150","0","1896259","4072","1912481","0.51"
"2025-09-22T22:17:06.423Z","Errored, Not Charged","auto","No","142","0","82681","63","82886","0.02"
"2025-09-22T22:16:24.850Z","Included","auto","No","6911","0","562237","1100","570248","0.16"
"2025-09-22T22:09:55.112Z","Errored, Not Charged","auto","No","3654","0","368100","2113","373867","0.11"
"2025-09-22T21:57:58.598Z","Included","auto","No","69232","0","560160","1644","631036","0.24"
"2025-09-22T21:55:20.642Z","Included","auto","No","20710","0","1050694","9130","1080534","0.34"
"2025-09-22T21:53:25.441Z","Included","auto","No","36811","0","7060","462","44333","0.05"
"2025-09-22T21:35:24.547Z","Included","auto","No","23117","0","734336","4773","762226","0.24"
"2025-09-22T21:34:02.679Z","Included","auto","No","2742","0","209004","2193","213939","0.07"
"2025-09-22T21:33:12.102Z","Included","auto","No","14954","0","386343","793","402090","0.12"
"2025-09-22T21:32:43.087Z","Errored, Not Charged","auto","No","2517","0","261803","187","264507","0.07"
"2025-09-22T21:16:48.370Z","Errored, Not Charged","auto","No","271234","0","1880334","5554","2157122","0.84"
"2025-09-22T21:14:18.287Z","Included","auto","No","41083","0","1792311","2291","1835685","0.51"
"2025-09-22T21:13:17.950Z","Included","auto","No","25203","0","725356","1914","752473","0.22"
"2025-09-22T20:57:34.013Z","Errored, Not Charged","auto","No","334563","134261","4256734","78545","4804103","2.12"
"2025-09-22T20:40:47.332Z","Included","auto","No","107671","0","4756358","12477","4876506","1.40"
"2025-09-22T20:36:06.507Z","Included","auto","No","37154","0","1248346","14018","1299518","0.44"
"2025-09-22T20:33:00.163Z","Included","auto","No","40577","0","1601594","2784","1644955","0.47"
"2025-09-22T19:55:54.720Z","Included","auto","No","555027","218715","3014516","61095","3849353","2.09"
"2025-09-22T19:52:44.847Z","Included","auto","No","10910","0","733423","4324","748657","0.22"
"2025-09-22T19:46:30.902Z","Included","auto","No","66996","0","1527500","4486","1598982","0.49"
"2025-09-22T19:41:59.291Z","Included","auto","No","42369","89683","798619","7467","938138","0.41"
"2025-09-22T19:35:06.902Z","Included","auto","No","21924","0","1363019","7747","1392690","0.41"
"2025-09-22T19:29:38.989Z","Included","auto","No","39063","0","2482917","4384","2526364","0.70"
"2025-09-22T19:24:43.588Z","Included","auto","No","10728","0","438223","2125","451076","0.14"
"2025-09-22T19:23:42.683Z","Included","auto","No","3507","0","509451","1065","514023","0.14"
"2025-09-22T19:22:42.756Z","Errored, Not Charged","auto","No","33672","0","190366","779","224817","0.09"
"2025-09-22T19:18:55.099Z","Included","auto","No","30501","76249","1418275","13537","1538562","0.57"
"2025-09-22T19:18:35.166Z","Included","auto","No","1829","0","320962","299","323090","0.08"
"2025-09-22T19:18:08.480Z","Included","auto","No","357","0","106156","152","106665","0.03"
"2025-09-22T19:16:39.903Z","Included","auto","No","166","0","105991","103","106260","0.03"
"2025-09-22T19:15:57.419Z","Errored, Not Charged","auto","No","4134","0","207168","111","211413","0.06"
"2025-09-22T19:14:10.312Z","Included","auto","No","0","213011","124160","1693","338864","0.31"
"2025-09-22T19:13:14.239Z","Errored, Not Charged","auto","No","96655","0","724740","488","821883","0.30"
"2025-09-22T11:29:24.195Z","Included","auto","No","57518","0","1099749","5735","1163002","0.38"
"2025-09-22T11:15:52.798Z","Included","auto","No","213727","74602","8575537","33483","8897349","2.71"
"2025-09-22T11:10:01.074Z","Included","auto","No","86097","0","2857358","4135","2947590","0.85"
"2025-09-22T11:01:13.721Z","Included","auto","No","72305","0","1051996","8624","1132925","0.41"
"2025-09-22T10:59:36.824Z","Included","auto","No","8061","0","553244","1103","562408","0.16"
"2025-09-22T10:46:52.501Z","Included","auto","No","100175","0","3869368","7032","3976575","1.13"
"2025-09-22T10:44:40.683Z","Included","auto","No","118373","0","543339","3717","665429","0.31"
"2025-09-22T10:36:08.341Z","Included","auto","No","79717","106121","2461054","14360","2661252","0.93"
"2025-09-22T10:34:01.224Z","Included","auto","No","8479","0","1578554","1640","1588673","0.42"
"2025-09-22T10:33:27.832Z","Included","auto","No","932","0","320596","298","321826","0.08"
"2025-09-22T10:31:54.440Z","Included","auto","No","5715","0","723578","1996","731289","0.20"
"2025-09-22T10:30:01.376Z","Included","auto","No","8998","0","1546736","3791","1559525","0.42"
"2025-09-22T10:29:26.056Z","Included","auto","No","1592","0","454770","389","456751","0.12"
"2025-09-22T10:28:29.880Z","Included","auto","No","4487","0","259532","421","264440","0.07"
"2025-09-22T10:27:25.810Z","Included","auto","No","559","0","85154","144","85857","0.02"
"2025-09-22T10:24:03.433Z","Included","auto","No","2017","0","166675","146","168838","0.05"
"2025-09-22T10:22:59.579Z","Included","auto","No","2924","0","161029","318","164271","0.05"
"2025-09-22T10:21:27.825Z","Included","auto","No","6502","0","224817","489","231808","0.07"
"2025-09-22T10:20:38.335Z","Included","auto","No","3363","0","356398","543","360304","0.10"
"2025-09-22T10:19:37.649Z","Included","auto","No","12059","0","126203","304","138566","0.05"
"2025-09-22T10:17:43.109Z","Errored, Not Charged","auto","No","43957","120146","14346","9265","187714","0.26"
"2025-09-22T10:16:28.051Z","Errored, Not Charged","auto","No","0","403","129408","409","130220","0.04"
"2025-09-22T10:15:17.288Z","Included","auto","No","0","33306","96256","564","130126","0.07"
"2025-09-22T10:09:32.336Z","Included","auto","No","0","9731","631296","1322","642349","0.18"
"2025-09-22T10:08:00.374Z","Errored, Not Charged","auto","No","0","69312","104064","1223","174599","0.12"
"2025-09-22T10:05:15.399Z","Included","auto","No","57354","0","2623134","2897","2683385","0.74"
"2025-09-22T09:59:45.957Z","Included","auto","No","64143","103720","1265577","23940","1457380","0.67"
"2025-09-22T09:57:36.472Z","Included","auto","No","0","2737","298752","2416","303905","0.09"
"2025-09-22T09:56:23.365Z","Included","auto","No","0","1876","295552","1510","298938","0.09"
"2025-09-22T09:53:58.492Z","Included","auto","No","0","17747","391808","1338","410893","0.13"
"2025-09-22T09:53:18.094Z","Included","auto","No","0","838","129536","443","130817","0.04"
"2025-09-22T09:48:03.509Z","Included","auto","No","0","1575","128128","597","130300","0.04"
"2025-09-22T09:47:12.911Z","Included","auto","No","0","586","127744","1498","129828","0.04"
"2025-09-22T09:46:28.054Z","Included","auto","No","0","122169","127616","777","250562","0.19"
"2025-09-22T09:45:16.262Z","Included","auto","No","0","115153","127360","1653","244166","0.19"
"2025-09-22T09:36:18.198Z","Included","auto","No","138854","0","1591540","18836","1749230","0.68"
"2025-09-22T09:29:30.493Z","Errored, Not Charged","auto","No","65096","0","1054873","11132","1131101","0.41"
"2025-09-22T09:22:59.250Z","Included","auto","No","23833","0","2284119","14994","2322946","0.69"
"2025-09-22T09:15:26.162Z","Included","auto","No","34647","0","809779","10077","854503","0.31"
"2025-09-22T09:07:39.995Z","Errored, Not Charged","auto","No","67106","0","955444","12261","1034811","0.40"
"2025-09-22T09:03:23.360Z","Included","auto","No","14593","0","1697367","6718","1718678","0.48"
"2025-09-22T08:58:31.941Z","Included","auto","No","15957","0","1727800","6721","1750478","0.49"
"2025-09-22T08:55:42.079Z","Included","auto","No","14294","0","1401657","2773","1418724","0.38"
"2025-09-22T08:46:40.118Z","Included","auto","No","7291","0","638327","1527","647145","0.18"
"2025-09-22T08:36:26.841Z","Included","auto","No","61647","0","71839","467","133953","0.10"
"2025-09-22T08:35:23.934Z","Included","auto","No","2032","0","324924","880","327836","0.09"
"2025-09-22T08:34:34.836Z","Included","auto","No","4297","0","437545","1151","442993","0.12"
"2025-09-22T08:22:13.658Z","Included","auto","No","22497","0","1244229","5913","1272639","0.37"
"2025-09-22T08:13:49.563Z","Included","auto","No","30835","104994","44477","25000","205306","0.33"
"2025-09-22T08:07:40.476Z","Included","auto","No","0","1672","434048","1532","437252","0.12"
"2025-09-22T08:05:36.177Z","Included","auto","No","0","4371","422400","2650","429421","0.13"
"2025-09-22T08:01:23.383Z","Included","auto","No","0","134415","1187328","2539","1324282","0.48"
"2025-09-22T08:00:01.750Z","Included","auto","No","6876","0","591119","3184","601179","0.18"
"2025-09-22T07:56:56.432Z","Included","auto","No","10207","2506","446665","9793","469171","0.19"
"2025-09-22T07:54:12.543Z","Included","auto","No","14030","0","731162","7509","752701","0.25"
"2025-09-22T07:51:35.566Z","Included","auto","No","13964","0","742044","6457","762465","0.24"
"2025-09-22T07:45:42.268Z","Included","auto","No","45609","89579","12598","18099","165885","0.28"
"2025-09-22T07:41:29.074Z","Included","auto","No","209374","0","548858","12297","770529","0.47"
"2025-09-22T06:51:18.089Z","Included","auto","No","80418","85139","645822","19704","831083","0.49"
"2025-09-22T06:48:02.774Z","Included","auto","No","0","27897","190336","960","219193","0.09"
"2025-09-22T06:47:24.842Z","Included","auto","No","0","86549","6400","277","93226","0.11"
"2025-09-22T06:41:56.030Z","Included","auto","No","78853","0","7060","665","86578","0.10"
"2025-09-22T06:36:52.778Z","Errored, Not Charged","auto","No","40450","5053","907378","4493","957374","0.31"
"2025-09-22T06:35:23.119Z","Included","auto","No","414","4899","50228","488","56029","0.02"
"2025-09-22T06:32:18.694Z","Included","auto","No","38929","267468","60042","17863","384302","0.51"
"2025-09-22T06:27:56.161Z","Included","auto","No","481","5591","332160","525","338757","0.09"
"2025-09-22T06:25:40.489Z","Included","auto","No","10626","4404","1627592","1000","1643622","0.43"
"2025-09-22T06:24:46.766Z","Errored, Not Charged","auto","No","0","4320","321534","134","325988","0.09"
"2025-09-22T06:24:22.841Z","Errored, Not Charged","auto","No","0","0","0","0","0","0.00"
"2025-09-22T06:22:09.591Z","Errored, Not Charged","auto","No","496","3180","321038","151","324865","0.09"
"2025-09-22T06:19:59.756Z","Included","auto","No","11620","1","627796","609","640026","0.18"
"2025-09-22T06:19:47.739Z","Errored, Not Charged","auto","No","0","0","0","0","0","0.00"
"2025-09-22T06:18:47.701Z","Errored, Not Charged","auto","No","3049","2750","306369","236","312404","0.09"
"2025-09-22T06:17:11.751Z","Included","auto","No","459","2542","305910","504","309415","0.08"
"2025-09-22T06:14:20.786Z","Included","auto","No","18710","2379","582245","747","604081","0.18"
"2025-09-22T06:13:47.285Z","Errored, Not Charged","auto","No","2540","2164","284660","260","289624","0.08"
"2025-09-22T06:12:45.066Z","Included","auto","No","443","2146","284217","391","287197","0.08"
"2025-09-22T06:10:43.129Z","Included","auto","No","5796","1039","1124929","746","1132510","0.29"
"2025-09-22T06:10:32.840Z","Errored, Not Charged","auto","No","0","0","0","0","0","0.00"
"2025-09-22T06:09:47.707Z","Included","auto","No","324","954","278097","444","279819","0.07"
"2025-09-22T06:07:48.653Z","Included","auto","No","5631","704","820333","474","827142","0.22"
"2025-09-22T06:07:21.475Z","Included","auto","No","1105","662","271361","371","273499","0.07"
"2025-09-22T06:06:44.667Z","Included","auto","No","987","635","270374","466","272462","0.07"
"2025-09-22T06:05:57.166Z","Included","auto","No","216","550","270158","433","271357","0.07"
"2025-09-22T06:05:13.931Z","Errored, Not Charged","auto","No","299","124","539718","266","540407","0.14"
"2025-09-22T06:04:56.661Z","Errored, Not Charged","auto","No","452","124","269407","143","270126","0.07"
"2025-09-22T06:02:08.384Z","Included","auto","No","7396","200","1326389","6462","1340447","0.38"
"2025-09-22T05:56:40.973Z","Included","auto","No","9243","109","1279866","1802","1291020","0.34"
"2025-09-22T05:53:26.611Z","Included","auto","No","16410","129","1697534","2368","1716441","0.46"
"2025-09-22T05:50:24.608Z","Included","auto","No","11003","110","1379017","1238","1391368","0.37"
"2025-09-22T05:41:46.213Z","Included","auto","No","25353","234","2332426","6621","2364634","0.65"
"2025-09-22T05:38:52.830Z","Included","auto","No","642","108","199360","516","200626","0.05"
"2025-09-22T05:38:13.465Z","Included","auto","No","199360","108","0","535","200003","0.25"
"2025-09-22T05:17:11.902Z","Included","auto","No","655","109","180708","166","181638","0.05"
"2025-09-22T05:16:30.495Z","Included","auto","No","180708","115","0","542","181365","0.23"
"2025-09-22T02:49:28.491Z","Included","auto","No","150780","181","165535","4095","320591","0.25"
"2025-09-22T02:48:02.104Z","Errored, Not Charged","auto","No","0","0","0","0","0","0.00"
"2025-09-22T02:47:56.562Z","Errored, Not Charged","auto","No","0","0","0","0","0","0.00"
"2025-09-22T02:44:52.041Z","Errored, Not Charged","auto","No","0","0","0","0","0","0.00"
"2025-09-22T02:39:44.871Z","Included","auto","No","6198","644","615455","1089","623386","0.17"
"2025-09-22T02:33:10.337Z","Included","auto","No","47004","35461","796247","5354","884066","0.33"
"2025-09-22T02:19:34.555Z","Included","auto","No","109814","636","254161","4489","369100","0.23"
"2025-09-22T02:04:05.817Z","Included","auto","No","133698","294958","749626","26142","1204424","0.88"
"2025-09-22T01:54:46.724Z","Included","auto","No","17651","250","2404283","8124","2430308","0.67"
"2025-09-22T01:53:05.402Z","Included","auto","No","6425","258","1332943","3760","1343386","0.36"
"2025-09-22T01:51:28.189Z","Included","auto","No","314","181","330352","516","331363","0.09"
"2025-09-22T01:50:08.816Z","Errored, Not Charged","auto","No","0","0","0","0","0","0.00"
"2025-09-22T01:37:27.520Z","Included","auto","No","15638","239","3221298","11116","3248291","0.89"
"2025-09-22T01:32:28.670Z","Included","auto","No","40502","35039","860644","4052","940237","0.33"
"2025-09-22T01:27:33.383Z","Included","auto","No","13398","614","1309777","1931","1325720","0.36"
"2025-09-22T01:22:48.437Z","Included","auto","No","13753","198","744066","3577","761594","0.22"
"2025-09-22T01:20:29.884Z","Included","auto","No","7861","7263","1446616","6115","1467855","0.42"
"2025-09-22T01:18:23.567Z","Included","auto","No","8474","310","1167992","6064","1182840","0.34"
"2025-09-22T01:13:55.750Z","Included","auto","No","230166","75967","379111","3717","688961","0.50"
"2025-09-22T01:05:13.814Z","Included","auto","No","8674","13368","1292199","6613","1320854","0.39"
"2025-09-22T01:03:54.059Z","Included","auto","No","728","113","139826","764","141431","0.04"
"2025-09-22T00:58:33.665Z","Included","auto","No","14406","138","381383","4350","400277","0.14"
"2025-09-22T00:48:57.950Z","Included","auto","No","129444","132","218610","4124","352310","0.24"
"2025-09-22T00:40:13.526Z","Included","auto","No","210510","137","98709","3221","312577","0.31"
"2025-09-22T00:29:55.438Z","Included","auto","No","5473","144","381641","1691","388949","0.11"
"2025-09-22T00:28:42.593Z","Included","auto","No","1680","933","91160","980","94753","0.03"
"2025-09-22T00:27:01.514Z","Included","auto","No","1468","750","89692","930","92840","0.03"
"2025-09-22T00:24:50.960Z","Included","auto","No","89692","659","0","809","91160","0.12"
"2025-09-22T00:03:45.504Z","Included","auto","No","77724","134","432489","8881","519228","0.26"
"2025-09-21T23:59:45.181Z","Included","auto","No","68250","283130","319700","35515","706595","0.73"
"2025-09-21T23:53:53.431Z","Included","auto","No","23512","234","3311708","6831","3342285","0.90"
"2025-09-21T23:48:54.762Z","Included","auto","No","22047","651","3122379","6028","3151105","0.85"
"2025-09-21T23:39:34.959Z","Included","auto","No","16887","105","2629629","3545","2650166","0.70"
"2025-09-21T23:35:48.130Z","Included","auto","No","12723","150","1955465","4415","1972753","0.53"
"2025-09-21T23:30:00.051Z","Included","auto","No","11576","155","3504598","7965","3524294","0.94"
"2025-09-21T23:25:41.401Z","Included","auto","No","9835","135","764912","1241","776123","0.21"
"2025-09-21T23:24:03.680Z","Included","auto","No","544","135","253800","469","254948","0.07"
"2025-09-21T23:15:17.981Z","Included","auto","No","262755","148","936311","1543","1200757","0.57"
"2025-09-21T23:13:23.863Z","Included","auto","No","678","110","232638","429","233855","0.06"
"2025-09-21T23:01:23.238Z","Included","auto","No","448498","2204","636798","1884","1089384","0.73"
"2025-09-21T22:16:20.712Z","Included","auto","No","201954","4168","588864","2354","797340","0.42"
"2025-09-21T22:10:20.022Z","Included","auto","No","18913","194","2501169","5193","2525469","0.68"
"2025-09-21T22:08:22.635Z","Included","auto","No","14233","227","489305","4368","508133","0.17"
"2025-09-21T22:07:00.478Z","Included","auto","No","360","8780","155120","611","164871","0.05"
"2025-09-21T22:03:18.627Z","Included","auto","No","155120","132","1137529","2499","1295280","0.49"
"2025-09-21T21:51:56.383Z","Included","auto","No","5265","124","992872","1142","999403","0.26"
"2025-09-21T21:50:15.445Z","Included","auto","No","122270","164","356383","760","479577","0.25"
"2025-09-21T21:42:06.168Z","Included","auto","No","473","108","116813","365","117759","0.03"
"2025-09-21T21:41:16.841Z","Included","auto","No","5423","135","567218","853","573629","0.15"
"2025-09-21T21:37:22.420Z","Included","auto","No","6482","150","853475","1178","861285","0.23"
"2025-09-21T21:36:21.148Z","Included","auto","No","438","193","104470","423","105524","0.03"
"2025-09-21T21:34:29.257Z","Included","auto","No","486","2","103984","438","104910","0.03"
"2025-09-21T21:32:51.381Z","Included","auto","No","103984","3","0","319","104306","0.13"
"2025-09-21T20:25:33.717Z","Included","auto","No","2185","182","1298679","1111","1302157","0.33"
"2025-09-21T20:23:33.679Z","Errored, Not Charged","auto","No","674","272","319943","314","321203","0.08"
"2025-09-21T20:20:53.073Z","Included","auto","No","669","134","319274","537","320614","0.08"
"2025-09-21T20:09:16.072Z","Included","auto","No","332525","132","1755448","3013","2091118","0.87"
"2025-09-21T20:08:31.452Z","Included","auto","No","680","140","289416","491","290727","0.08"
"2025-09-21T20:00:28.846Z","Included","auto","No","297450","178","2432218","5139","2734985","1.01"
"2025-09-21T19:58:26.088Z","Included","auto","No","828","3432","531016","1163","536439","0.15"
"2025-09-21T19:57:26.316Z","Errored, Not Charged","auto","No","1466","120","1589385","541","1591512","0.40"
"2025-09-21T19:56:48.188Z","Included","auto","No","450","139","263592","494","264675","0.07"
"2025-09-21T19:55:55.317Z","Included","auto","No","456","99","263136","348","264039","0.07"
"2025-09-21T19:54:25.548Z","Included","auto","No","5941","135","1290620","1364","1298060","0.34"
"2025-09-21T19:49:41.565Z","Included","auto","No","34604","15798","3623192","5636","3679230","1.00"
"2025-09-21T19:46:42.966Z","Included","auto","No","11569","153","1282205","3094","1297021","0.35"
"2025-09-21T19:42:58.971Z","Included","auto","No","15761","187","2188808","3352","2208108","0.59"
"2025-09-21T19:37:16.807Z","Included","auto","No","22804","304","1789321","4328","1816757","0.50"
"2025-09-21T19:33:38.619Z","Included","auto","No","2947","241","339463","2448","345099","0.10"
"2025-09-21T19:29:03.083Z","Included","auto","No","14287","159","1429071","3667","1447184","0.40"
"2025-09-21T19:27:46.483Z","Included","auto","No","453","111","154770","441","155775","0.04"
"2025-09-21T19:26:27.205Z","Included","auto","No","3872","115","915495","1295","920777","0.24"
"2025-09-21T19:26:10.756Z","Included","auto","No","467","322","150431","488","151708","0.04"
"2025-09-21T19:21:38.692Z","Included","auto","No","18798","139","1359198","2805","1380940","0.38"
"2025-09-21T19:19:18.966Z","Included","auto","No","11715","156","990774","4738","1007383","0.29"
"2025-09-21T19:18:10.671Z","Included","auto","No","4332","113","464882","733","470060","0.13"
"2025-09-21T19:13:22.717Z","Included","auto","No","12051","137","540111","1456","553755","0.16"
"2025-09-21T19:12:05.857Z","Included","auto","No","2856","232","510279","1197","514564","0.14"
"2025-09-21T19:08:20.058Z","Included","auto","No","100679","204549","195503","9899","510630","0.49"
"2025-09-20T00:57:34.990Z","Included","auto","No","226636","173","2950801","6685","3184295","1.06"
"2025-09-20T00:54:31.517Z","Included","auto","No","36220","18016","2435298","8095","2497629","0.73"
"2025-09-20T00:52:26.149Z","Included","auto","No","6043","107","342596","5528","354274","0.13"
"2025-09-20T00:52:10.691Z","Included","auto","No","0","139","112740","472","113351","0.03"
"2025-09-20T00:32:40.546Z","Included","auto","No","116011","162","425572","3659","545404","0.27"
"2025-09-20T00:31:01.326Z","Included","auto","No","6373","440","292503","3980","303296","0.11"
"2025-09-20T00:25:23.398Z","Included","auto","No","5779","192","180254","901","187126","0.06"
"2025-09-20T00:23:26.854Z","Included","auto","No","1218","135","177742","665","179760","0.05"
"2025-09-20T00:17:11.105Z","Included","auto","No","4397","166","514621","2578","521762","0.15"
"2025-09-20T00:12:45.363Z","Included","auto","No","10474","108","1242723","3367","1256672","0.34"
"2025-09-20T00:12:27.850Z","Included","auto","No","0","173","73717","449","74339","0.02"
"2025-09-20T00:12:04.674Z","Included","auto","No","2676","125","215473","854","219128","0.06"
"2025-09-20T00:04:04.291Z","Included","auto","No","10598","154","584518","5588","600858","0.19"
"2025-09-20T00:03:01.369Z","Included","auto","No","48975","6415","64877","664","120931","0.09"
"2025-09-19T23:58:27.495Z","Included","auto","No","4146","234","251830","2678","258888","0.08"
"2025-09-19T23:56:48.419Z","Included","auto","No","6375","131","42656","220","49382","0.02"
"2025-09-19T23:55:10.826Z","Included","auto","No","47090","3235","136026","967","187318","0.10"
"2025-09-19T23:48:37.386Z","Errored, Not Charged","auto","No","131","57","41915","346","42449","0.01"
"2025-09-19T23:46:48.628Z","Included","auto","No","30447","212736","90201","13334","346718","0.41"
"2025-09-19T23:42:25.695Z","Included","auto","No","7786","577","2805100","4046","2817509","0.74"
"2025-09-19T23:40:05.131Z","Included","auto","No","3113","201","689375","2719","695408","0.19"
"2025-09-19T23:38:14.083Z","Included","auto","No","3972","126","2398052","1010","2403160","0.61"
"2025-09-19T23:37:29.599Z","Included","auto","No","758","196","339868","407","341229","0.09"
"2025-09-19T23:36:13.940Z","Included","auto","No","533","174","339335","580","340622","0.09"
"2025-09-19T23:35:05.077Z","Included","auto","No","2791","162","336544","367","339864","0.09"
"2025-09-19T23:33:46.371Z","Errored, Not Charged","auto","No","0","0","0","0","0","0.00"
"2025-09-19T23:33:25.185Z","Included","auto","No","462","3831","331751","497","336541","0.09"
"2025-09-19T23:26:49.942Z","Included","auto","No","7439","365","978809","5989","992602","0.29"
"2025-09-19T23:15:27.865Z","Included","auto","No","331280","371","1267635","6821","1606107","0.77"
"2025-09-19T22:51:43.779Z","Included","auto","No","633047","268","1534461","6768","2174544","1.22"
"2025-09-19T22:51:27.015Z","Included","auto","No","564","169","302647","354","303734","0.08"
"2025-09-19T22:42:10.562Z","Included","auto","No","308318","183","885819","6020","1200340","0.64"
"2025-09-19T22:33:09.034Z","Included","auto","No","303509","320","2014149","5876","2323854","0.92"
"2025-09-19T22:15:47.040Z","Errored, Not Charged","auto","No","13302","4795","1601500","5592","1625189","0.46"
"2025-09-19T22:07:49.957Z","Included","auto","No","6939","80","1800723","3613","1811355","0.48"
"2025-09-19T22:03:06.362Z","Included","auto","No","12419","162","2228591","9285","2250457","0.63"
"2025-09-19T21:54:21.463Z","Included","auto","No","247559","129","709635","4444","961767","0.51"
"2025-09-19T21:40:42.883Z","Included","auto","No","247024","344","2284070","7906","2539344","0.93"
"2025-09-19T21:34:30.902Z","Included","auto","No","6210","162","1534930","3750","1545052","0.41"
"2025-09-19T21:15:12.098Z","Included","auto","No","636360","167","619416","1846","1257789","0.96"
"2025-09-19T20:00:25.189Z","Included","auto","No","204055","8449","3314224","5387","3532115","1.13"
"2025-09-19T19:30:04.711Z","Included","auto","No","788","124","336472","519","337903","0.09"
"2025-09-19T19:27:19.663Z","Included","auto","No","168076","242","990991","2002","1161311","0.47"
"2025-09-19T19:07:49.429Z","Included","auto","No","161056","138","0","1681","162875","0.21"
"2025-09-19T10:04:51.267Z","Included","auto","No","9804","299","2162504","6040","2178647","0.59"
"2025-09-19T09:58:04.991Z","Included","auto","No","20948","106","1106143","20318","1147515","0.42"
"2025-09-19T09:23:52.208Z","Included","auto","No","376994","486","1364501","9134","1751115","0.87"
"2025-09-19T09:13:13.566Z","Errored, Not Charged","auto","No","74443","194","1792285","8136","1875058","0.59"
"2025-09-19T08:53:04.693Z","Included","auto","No","695553","80","1664761","3297","2363691","1.31"
"2025-09-19T08:48:20.768Z","Included","auto","No","3150","187","650761","269","654367","0.17"
"2025-09-19T08:46:35.458Z","Included","auto","No","68","118","325018","468","325672","0.08"
"2025-09-19T08:30:40.748Z","Included","auto","No","325018","149","3779230","3035","4107432","1.37"
"2025-09-19T08:01:07.148Z","Included","auto","No","10645","100","2405331","1521","2417597","0.62"
"2025-09-19T08:00:26.756Z","Included","auto","No","2777","189","587708","809","591483","0.16"
"2025-09-19T07:56:55.135Z","Included","auto","No","3954","129","870985","1134","876202","0.23"
"2025-09-19T07:53:11.518Z","Included","auto","No","12421","118","3110849","8473","3131861","0.84"
"2025-09-19T07:49:44.526Z","Included","auto","No","4909","120","1094379","1392","1100800","0.29"
"2025-09-19T07:49:03.226Z","Included","auto","No","936","122","271375","541","272974","0.07"
"2025-09-19T07:48:25.417Z","Included","auto","No","507","142","270868","791","272308","0.07"
"2025-09-19T07:45:05.077Z","Included","auto","No","3935","113","1070981","1072","1076101","0.28"
"2025-09-19T07:41:36.445Z","Included","auto","No","4122","119","790227","1595","796063","0.21"
"2025-09-19T07:36:48.301Z","Included","auto","No","13708","110","1536442","9569","1559829","0.46"
"2025-09-19T07:35:59.716Z","Included","auto","No","374","109","248729","539","249751","0.07"
"2025-09-19T07:31:58.923Z","Included","auto","No","9704","111","726004","6579","742398","0.23"
"2025-09-19T07:31:21.922Z","Included","auto","No","498","912","238527","412","240349","0.06"
"2025-09-19T07:29:56.608Z","Errored, Not Charged","auto","No","4977","121","940383","4105","949586","0.27"
"2025-09-19T07:29:38.913Z","Included","auto","No","437","124","233113","512","234186","0.06"
"2025-09-19T07:25:51.248Z","Included","auto","No","9748","172","1139641","7889","1157450","0.34"
"2025-09-19T07:22:27.872Z","Included","auto","No","14133","283","2810875","7581","2832872","0.77"
"2025-09-19T07:13:42.781Z","Included","auto","No","18923","174","4567182","7436","4593715","1.21"
"2025-09-19T07:13:01.580Z","Included","auto","No","506","181","189803","477","190967","0.05"
"2025-09-19T07:12:15.525Z","Included","auto","No","0","165","189803","338","190306","0.05"
"2025-09-19T07:08:05.333Z","Included","auto","No","8335","208","737763","5407","751713","0.23"
"2025-09-19T06:50:36.407Z","Included","auto","No","190595","8127","1332363","8295","1539380","0.63"
"2025-09-19T06:46:33.644Z","Included","auto","No","15273","157","1723643","7841","1746914","0.50"
"2025-09-19T06:45:52.932Z","Included","auto","No","512","830","147209","567","149118","0.04"
"2025-09-19T06:42:32.428Z","Included","auto","No","15986","4836","1691177","5594","1717593","0.48"
"2025-09-19T06:41:29.321Z","Included","auto","No","404","5391","130819","719","137333","0.04"
"2025-09-19T06:37:46.417Z","Included","auto","No","21139","6619","1197522","11881","1237161","0.41"
"2025-09-19T06:36:27.956Z","Included","auto","No","41","4683","109639","543","114906","0.04"
"2025-09-19T06:26:10.189Z","Included","auto","No","219081","184","216989","455","436709","0.33"
"2025-09-19T05:54:33.667Z","Included","auto","No","600","185","107087","423","108295","0.03"
"2025-09-19T05:54:06.568Z","Included","auto","No","278","218","106809","379","107684","0.03"
"2025-09-19T05:51:05.571Z","Included","auto","No","5564","118","1981596","2169","1989447","0.52"
"2025-09-19T05:50:33.734Z","Included","auto","No","547","114","100698","366","101725","0.03"
"2025-09-19T05:50:11.241Z","Included","auto","No","282","168","100416","376","101242","0.03"
"2025-09-19T05:48:44.494Z","Included","auto","No","3881","113","585072","632","589698","0.16"
"2025-09-19T05:48:08.524Z","Included","auto","No","449","180","96086","364","97079","0.03"
"2025-09-19T05:46:25.390Z","Included","auto","No","332","141","95754","305","96532","0.03"
"2025-09-19T05:45:25.064Z","Included","auto","No","3320","124","374119","681","378244","0.10"
"2025-09-19T05:44:07.915Z","Included","auto","No","1579","227","182106","463","184375","0.05"
